#
#
# US Geological Survey
# retrieved: 2023-04-03 12:39:28 EDT
# URL: https://nwis.waterdata.usgs.gov/nwis/current
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#
#
# query started 2023-04-03 12:39:28 EDT
#
# there are 803 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd
USGS	01484680	MASSEY DITCH AT MASSEY LANDING, DE	38.62494444	-75.09919440	S	NAD83
USGS	01540008	Susquehanna River at Catawissa, PA	40.95399444	-76.46799440	5	NAD83
USGS	01540500	Susquehanna River at Danville, PA	40.95814218	-76.61912220	S	NAD83
USGS	01542500	WB Susquehanna River at Karthaus, PA	41.11755906	-78.10889600	S	NAD83
USGS	01544500	Kettle Creek at Cross Fork, PA	41.47589940	-77.82582510	S	NAD83
USGS	01549700	Pine Creek bl L Pine Creek near Waterville, PA	41.27368300	-77.32414028	S	NAD83
USGS	01573208	Swatara Creek near Palmyra, pa	40.32223889	-76.62939440	5	NAD83
USGS	01573660	Fishing Creek at Goldsboro, PA	40.15333330	-76.75555560	S	NAD83
USGS	01574000	West Conewago Creek near Manchester, PA	40.08090080	-76.71808130	1	NAD83
USGS	01575598	Codorus Creek near Saginaw, PA	40.05222220	-76.65444440	5	NAD83
USGS	01575900	Chiques Creek near Marietta, PA	40.06287450	-76.51552140	U	NAD83
USGS	01576003	Susquehanna River at Columbia, PA	40.02843080	-76.51774320	U	NAD83
USGS	01576007	Kreutz Creek at Strickler, PA	40.01416667	-76.54805560	S	NAD83
USGS	01576045	Fishing Creek at Craley, PA	39.94194444	-76.50027778	S	NAD83
USGS	01577500	Muddy Creek at Castle Fin, PA	39.77260378	-76.31579190	U	NAD83
USGS	01608500	SOUTH BRANCH POTOMAC RIVER NEAR SPRINGFIELD, WV	39.44703879	-78.65418170	U	NAD83
USGS	01611500	CACAPON RIVER NEAR GREAT CACAPON, WV	39.58231580	-78.30973120	U	NAD83
USGS	01632900	SMITH CREEK NEAR NEW MARKET, VA	38.69345016	-78.64279350	U	NAD83
USGS	01638500	POTOMAC RIVER AT POINT OF ROCKS, MD	39.27358330	-77.54311110	S	NAD83
USGS	01645704	DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX, VA	38.88469518	-77.33242930	1	NAD83
USGS	01645762	S F LITTLE DIFFICULT RUN ABOVE MOUTH NR VIENNA, VA	38.90888916	-77.33826270	1	NAD83
USGS	0164578734	SNAKEDEN BRANCH ABOVE LAKE AUDUBON AT RESTON, VA	38.92966110	-77.34113889	1	NAD83
USGS	0164579522	THE GLADE NEAR HOWLAND DRIVE AT RESTON, VA	38.92560000	-77.32933889	1	NAD83
USGS	01646000	DIFFICULT RUN NEAR GREAT FALLS, VA	38.97594346	-77.24581439	U	NAD83
USGS	01646305	DEAD RUN AT WHANN AVENUE NEAR MCLEAN, VA	38.95977716	-77.17567430	1	NAD83
USGS	01646500	POTOMAC RIVER NEAR WASH, DC LITTLE FALLS PUMP STA	38.94977778	-77.12763889	S	NAD83
USGS	01648010	ROCK CREEK AT JOYCE RD WASHINGTON, DC	38.96016667	-77.04205560	1	NAD83
USGS	01649190	PAINT BRANCH NEAR COLLEGE PARK, MD	39.03336110	-76.96402778	1	NAD83
USGS	01649500	NORTHEAST BRANCH ANACOSTIA RIVER AT RIVERDALE, MD	38.96025000	-76.92597220	S	NAD83
USGS	01650800	SLIGO CREEK NEAR TAKOMA PARK, MD	38.98622220	-77.00486110	1	NAD83
USGS	01651007	ANACOSTIA RIVER AT BLADENSBURG WATERFRONT PARK, MD	38.93416667	-76.93925000	1	NAD83
USGS	01654000	ACCOTINK CREEK NEAR ANNANDALE, VA	38.81289066	-77.22831580	U	NAD83
USGS	01654107	LONG BRANCH AT OLLEY LANE NR FAIRFAX, VA	38.82460000	-77.26670000	1	NAD83
USGS	01654500	LONG BRANCH NEAR ANNANDALE, VA	38.81358508	-77.23645490	U	NAD83
USGS	01656903	FLATLICK BRANCH ABOVE FROG BRANCH AT CHANTILLY, VA	38.88238990	-77.43190470	1	NAD83
USGS	01668000	RAPPAHANNOCK RIVER NEAR FREDERICKSBURG, VA	38.30846178	-77.52915268	S	NAD83
USGS	01673000	PAMUNKEY RIVER NEAR HANOVER, VA	37.76764189	-77.33220180	U	NAD83
USGS	0167300055	MECHUMPS CREEK AT HILL CARTER PKWY AT ASHLAND, VA	37.75669444	-77.46300000	1	NAD83
USGS	02035000	JAMES RIVER AT CARTERSVILLE, VA	37.67097957	-78.08583280	U	NAD83
USGS	0205373035	BOTTOM CREEK ABOVE TRIBUTARY NR BENT MOUNTAIN, VA	37.18708330	-80.15191670	1	NAD83
USGS	0205373075	BOTTOM CREEK ALONG ROUTE 612 NR BENT MOUNTAIN, VA	37.19136110	-80.14408330	1	NAD83
USGS	0205373228	BOTTOM CREEK ABOVE CONFLUENCE NR BENT MOUNTAIN, VA	37.17311110	-80.13508330	1	NAD83
USGS	0205373422	BOTTOM CREEK BL POOR MTN RD NEAR BENT MOUNTAIN, VA	37.16475000	-80.14136110	1	NAD83
USGS	0205450393	ROANOKE RIVER ALONG ROUTE 626 AT LAFAYETTE, VA	37.23430556	-80.19975000	1	NAD83
USGS	0205450495	ROANOKE RIVER ABOVE ROUTE 11 AT LAFAYETTE, VA	37.23372220	-80.19677780	1	NAD83
USGS	02054550	ROANOKE RIVER AT RTS 639/760 AT SALEM, VA	37.27818976	-80.10504100	S	NAD83
USGS	02054750	ROANOKE RIVER AT ROUTE 117 AT ROANOKE, VA	37.27155556	-80.00788889	S	NAD83
USGS	02055080	ROANOKE RIVER AT THIRTEENTH ST BR AT ROANOKE, VA	37.26419444	-79.91544440	S	NAD83
USGS	02055379	TINKER CREEK UPPER AT COLUMBIA ST AT ROANOKE, VA	37.31405556	-79.93244440	1	NAD83
USGS	0205551460	LICK RUN ABOVE PATTON AVENUE AT ROANOKE, VA	37.27794444	-79.93755560	1	NAD83
USGS	0205551614	TINKER CREEK ABOVE GLADE CREEK AT ROANOKE, VA	37.27788889	-79.90936110	S	NAD83
USGS	0205696042	BLACKWATER RIVER ABOVE MAPLE BRANCH NR REDWOOD, VA	37.05227778	-79.82683330	1	NAD83
USGS	0205696095	BLACKWATER RIVER BELOW MAPLE BRANCH NR REDWOOD, VA	37.05583330	-79.82547220	1	NAD83
USGS	02079500	ROANOKE RIVER AT BUGGS ISLAND, VA	36.60319824	-78.29777430	U	NAD83
USGS	0208062765	ROANOKE RIVER AT HALIFAX, NC	36.33111110	-77.58027778	H	NAD83
USGS	02081094	ROANOKE RIVER AT JAMESVILLE, NC	35.81305556	-76.89277778	H	NAD83
USGS	0208114150	ROANOKE RIVER AT NC 45 NR WESTOVER, NC	35.91500000	-76.72277778	H	NAD83
USGS	0208458892	LAKE MATTAMUSKEET W OF NC HWY 94 NR FAIRFIELD, NC	35.50583330	-76.25388889	S	NAD83
USGS	0208458893	LAKE MATTAMUSKEET E OF NC HWY 94 NR FAIRFIELD, NC	35.50638889	-76.18388889	S	NAD83
USGS	02101726	ROCKY R AT US 64 NEAR SILER CITY, NC	35.73514055	-79.42307540	S	NAD83
USGS	02102500	CAPE FEAR RIVER AT LILLINGTON, NC	35.40611110	-78.81333330	S	NAD83
USGS	02110400	BUCK CREEK NEAR LONGS, SC	33.95350500	-78.71973988	S	NAD83
USGS	02110500	WACCAMAW RIVER NEAR LONGS, SC	33.91267190	-78.71501750	R	NAD83
USGS	02110550	WACCAMAW RIVER ABOVE CONWAY, SC	33.85083330	-78.89722220	S	NAD83
USGS	02110701	CRABTREE SWAMP AT CONWAY, SC	33.86100349	-79.04114710	S	NAD83
USGS	02110704	WACCAMAW RIVER AT CONWAY MARINA AT CONWAY, SC	33.83294810	-79.04364730	R	NAD83
USGS	02110725	AIW AT HIGHWAY 544 AT SOCASTEE, SC	33.68711510	-79.00475690	U	NAD83
USGS	02110777	AIW AT HIGHWAY 9 AT NIXONS CROSSROADS, SC	33.85156120	-78.65584830	R	NAD83
USGS	02110802	WACCAMAW RIVER AT BUCKSPORT, SC	33.64905837	-79.09420639	U	NAD83
USGS	02110815	WACCAMAW R NR HAGLEY LAND. NR PAWLEYS ISLAND, SC	33.44461245	-79.17393410	U	NAD83
USGS	0212378405	PEE DEE R AT HWY731 BL LK TILLERY NR NORWOOD, NC	35.20066667	-80.06180560	S	NAD83
USGS	0212880025	PEE DEE RIVER BELOW POWERHOUSE DAM NR PEE DEE, NC	34.98348330	-79.87758060	S	NAD83
USGS	02129375	PEE DEE RIVER ABOVE JONES CREEK NEAR CORDOVA, NC	34.86625830	-79.87892500	S	NAD83
USGS	02135000	LITTLE PEE DEE R. AT GALIVANTS FERRY, SC	34.05710829	-79.24698970	U	NAD83
USGS	02138520	CATAWBA R AT SR1223 BL LK JAMES NR BRIDGEWATER, NC	35.74036110	-81.83466670	S	NAD83
USGS	02141500	CATAWBA RIVER AT RHODHISS, NC	35.77262778	-81.43065560	S	NAD83
USGS	0214196125	CATAWBA RIVER AT NC HIGHWAY 16 NR MILLERSVILLE, NC	35.82246667	-81.19053610	S	NAD83
USGS	0214244102	CATAWBA RIVER BL LOOKOUT SHOALS DAM NR SHARON, NC	35.75719444	-81.08915000	S	NAD83
USGS	0214264790	CATAWBA R AT RR BRIDGE AB NC 73 AT COWANS FORD, NC	35.42773330	-80.95734170	S	NAD83
USGS	0214267602	CATAWBA RIVER DNSTRM DECK MTN IS DAM NR MTN IS, NC	35.33400556	-80.98640830	S	NAD83
USGS	02145910	CATAWBA RIVER BL LAKE WYLIE DAM FEWELL ISLAND, SC	35.01641944	-81.00156389	S	NAD83
USGS	02147310	CATAWBA RIVER AT GREAT FALLS, SC	34.59805556	-80.89055560	S	NAD83
USGS	021474095	GREAT FALLS RESERVOIR TAILRACE BL GREAT FALLS, SC	34.55797830	-80.89316270	S	NAD83
USGS	02147505	CEDAR CREEK RES TAILRACE BELOW GREAT FALLS, SC	34.54111110	-80.87527780	S	NAD83
USGS	02147801	LAKE WATEREE TAILRACE ABOVE CAMDEN, SC	34.33542657	-80.70202420	F	NAD83
USGS	02156500	BROAD RIVER NEAR CARLISLE, SC	34.59513930	-81.42120890	U	NAD83
USGS	02160105	TYGER RIVER NEAR DELTA, SC	34.53541630	-81.54815800	U	NAD83
USGS	02160700	ENOREE RIVER AT WHITMIRE, SC	34.50930390	-81.59815940	R	NAD83
USGS	02160991	BROAD RIVER NEAR JENKINSVILLE, SC	34.26070285	-81.33037470	U	NAD83
USGS	02162035	BROAD RIVER NEAR COLUMBIA, SC	34.04833330	-81.07333330	S	NAD83
USGS	02167600	SALUDA R NEAR PROSPERITY, SC	34.09930647	-81.56843820	U	NAD83
USGS	02167716	LITTLE SALUDA R NEAR PROSPERITY, SC	34.07958430	-81.56177140	U	NAD83
USGS	02168500	LAKE MURRAY NEAR COLUMBIA, SC	34.05209300	-81.22065329	F	NAD83
USGS	02168504	SALUDA RIVER BELOW LK MURRAY DAM NR COLUMBIA, SC	34.05098220	-81.20954180	U	NAD83
USGS	02169000	SALUDA RIVER NEAR COLUMBIA, SC	34.01404160	-81.08787170	S	NAD83
USGS	02171000	LAKE MARION NEAR PINEVILLE, SC	33.45016520	-80.16369490	U	NAD83
USGS	02171500	SANTEE RIVER NEAR PINEVILLE, SC	33.45433217	-80.14147189	R	NAD83
USGS	02171560	SANTEE RIVER NEAR RUSSELLVILLE, SC	33.49405569	-79.96035440	U	NAD83
USGS	02171637	REDIV. INTAKE CANAL NR ST. STEPHEN, SC	33.41822284	-79.94479930	S	NAD83
USGS	02171645	REDIV CANAL AT SANTEE RIVER NR ST STEPHEN, SC	33.42750000	-79.91500000	R	NAD83
USGS	02172002	LAKE MOULTRIE TAILRACE CANAL AT MONCKS CORNER, SC	33.21516925	-79.97452480	F	NAD83
USGS	02172050	COOPER R NR GOOSE CREEK, SC	33.05767134	-79.93619338	U	NAD83
USGS	021720677	COOPER R AT FILBIN CREEK AT NORTH CHARLESTON, SC	32.89045228	-79.96286450	U	NAD83
USGS	0217206935	COOPER R AT PORTS AUTHORITY PIER K CHARLESTON, SC	32.85569444	-79.95266670	S	NAD83
USGS	0217206962	WANDO RIVER AT CAINHOY BELOW WANDO, SC	32.92130556	-79.82438889	S	NAD83
USGS	021720698	WANDO RIVER ABOVE MT PLEASANT, SC	32.85906380	-79.89619630	F	NAD83
USGS	021720709	COOPER RIVER AT U.S. HWY 17 AT CHARLESTON, SC	32.80239835	-79.91008690	U	NAD83
USGS	021720825	ASHLEY RIVER BELOW SUMMERVILLE, SC	32.92583333	-80.15166670	S	NAD83
USGS	021720869	ASHLEY RIVER NEAR NORTH CHARLESTON, SC	32.83462010	-80.02370140	F	NAD83
USGS	02198840	SAVANNAH RIVER (I-95) NEAR PORT WENTWORTH, GA	32.23547220	-81.15108330	1	NAD83
USGS	02198920	SAVANNAH RIVER AT GA 25, AT PORT WENTWORTH, GA	32.16533333	-81.15491670	S	NAD83
USGS	02198950	MIDDLE RIVER AT GA 25 AT PORT WENTWORTH, GA	32.16572220	-81.13797220	S	NAD83
USGS	02198955	MIDDLE RIVER AT FISH HOLE AT PORT WENTWORTH, GA	32.14277778	-81.13527780	S	NAD83
USGS	021989715	SAVANNAH RIVER AT GARDEN CITY, GA	32.11608333	-81.12833330	S	NAD83
USGS	021989773	SAVANNAH RIVER AT USACE DOCK, AT SAVANNAH, GA	32.08041667	-81.08136110	1	NAD83
USGS	021989792	LITTLE BACK RIVER AT GA 25 AT PORT WENTWORTH, GA	32.16583333	-81.13000000	S	NAD83
USGS	021989793	LITTLE BACK RIVER AT HOG ISLAND, NEAR SAVANNAH, GA	32.13666667	-81.12194440	S	NAD83
USGS	0219897945	BACK RIVER 0.4 MI DOWNSTREAM US17, NR SAVANNAH, GA	32.09777778	-81.08277780	S	NAD83
USGS	0219897993	SAVANNAH RIVER AT ELBA ISLAND, NEAR SAVANNAH, GA	32.10305556	-81.00694440	S	NAD83
USGS	022035975	HUDSON CREEK AT MERIDIAN LANDING, NEAR MERIDIAN,GA	31.45333333	-81.36277780	S	NAD83
USGS	02203603	SOUTH RIVER AT SPRINGDALE ROAD, AT ATLANTA, GA	33.68388889	-84.41527780	S	NAD83
USGS	02203655	SOUTH RIVER AT FORREST PARK ROAD, AT ATLANTA, GA	33.67891667	-84.35813889	1	NAD83
USGS	02203700	INTRENCHMENT CR AT CONSTITUTION RD, NR ATLANTA, GA	33.68902778	-84.33011110	1	NAD83
USGS	02203831	DOOLITTLE CREEK AT FLAT SHOALS RD, NR DECATUR, GA	33.70569444	-84.29219440	S	NAD83
USGS	02203863	SHOAL CREEK AT COLUMBIA DRIVE NEAR ATLANTA, GA	33.69319444	-84.25388889	S	NAD83
USGS	02203873	COBBS CREEK AT RAINBOW DR, NEAR DECATUR, GA	33.70941667	-84.23916670	S	NAD83
USGS	02203900	SOUTH RIVER AT FLAKES MILL ROAD NR ATLANTA, GA	33.66577778	-84.22400000	S	NAD83
USGS	02203950	SNAPFINGER CREEK NEAR DECATUR, GA	33.76322220	-84.22036110	1	NAD83
USGS	02203960	SNAPFINGER CR AT THOMPSON MILL RD NR LITHONIA, GA	33.69666667	-84.19861110	S	NAD83
USGS	02204037	POLE BRIDGE CR AT EVANS MILL RD NEAR LITHONIA, GA	33.66819444	-84.15116670	S	NAD83
USGS	02207135	LITTLE STONE MTN CR NEAR STONE MOUNTAIN, GA	33.83041667	-84.13933330	S	NAD83
USGS	02207160	STONE MOUNTAIN CREEK AT GA 124, NEAR LITHONIA, GA	33.77327778	-84.07716670	S	NAD83
USGS	02208450	ALCOVY RIVER ABOVE COVINGTON, GA	33.63938889	-83.77841670	S	NAD83
USGS	02208493	CORNISH CREEK AT HAZELBRAND RD NR COVINGTON, GA	33.62850000	-83.79886110	S	NAD83
USGS	02217643	PARKS CREEK AT LYLE FIELD RD NR JEFFERSON, GA	34.16205830	-83.52509440	S	NAD83
USGS	02231254	ST MARY'S RIVER AT I-95, NEAR KINGSLAND, GA	30.74427778	-81.65400000	S	NAD83
USGS	02234600	WEKIWA SPRINGS NEAR APOPKA, FL	28.71221844	-81.45979299	S	NAD83
USGS	02234610	ROCK SPRINGS NEAR APOPKA, FL	28.75756944	-81.49683610	5	NAD83
USGS	02235500	BLUE SPRINGS NEAR ORANGE CITY, FL	28.94415400	-81.33978660	S	NAD83
USGS	02239501	SILVER RIVER NEAR OCALA, FL	29.21497640	-82.04120000	S	NAD83
USGS	02264000	CYPRESS CREEK AT VINELAND, FL	28.39056323	-81.51951730	S	NAD83
USGS	02264100	BONNET CREEK NEAR VINELAND, FL	28.32528785	-81.52062840	S	NAD83
USGS	02266200	WHITTENHORSE CREEK NEAR VINELAND, FL	28.38500749	-81.61646320	S	NAD83
USGS	02266291	LATERAL 405 AT S-405A, NEAR DOCTOR PHILLIPS, FL	28.42694444	-81.60527780	1	NAD83
USGS	02266300	REEDY CREEK NEAR VINELAND, FL	28.33278738	-81.57979600	S	NAD83
USGS	02266495	REEDY CREEK AT S-40, NEAR LOUGHMAN, FL	28.27584517	-81.54396220	S	NAD83
USGS	02276998	ST LUCIE CANAL ABV S-80 NR STUART FL	27.10866667	-80.28725000	U	NAD83
USGS	02292900	CALOOSAHATCHEE RIVER AT S-79, NR.OLGA, FLA	26.72173487	-81.69313699	S	NAD83
USGS	02301500	ALAFIA RIVER AT LITHIA PINECREST RD AT LITHIA, FL	27.87224800	-82.21120080	F	NAD83
USGS	02301635	ALAFIA RIVER NEAR BELL SHOALS RD NR RIVERVIEW FL	27.85715556	-82.26858889	H	NAD83
USGS	02304000	HILLSBOROUGH R AT FOWLER AV NEAR TEMPLE TERRACE FL	28.05446224	-82.36370320	F	NAD83
USGS	02304517	HILLSBOROUGH R BL HANNAHS WHIRL NR SULPHUR SPGS FL	28.01516110	-82.44240560	1	NAD83
USGS	02313700	WACCASASSA RIVER NR GULF HAMMOCK, FLA.	29.20413378	-82.76900100	S	NAD83
USGS	02318500	WITHLACOOCHEE RIVER AT US 84, NEAR QUITMAN, GA	30.79330556	-83.45344440	S	NAD83
USGS	02319302	MADISON BLUE SPRING NR BLUE SPRINGS, FL	30.48049106	-83.24430970	F	NAD83
USGS	02319520	FALMOUTH SPRING AT FALMOUTH, FL	30.36132999	-83.13513740	F	NAD83
USGS	02319950	BLUE SPRINGS NEAR DELL,FL	30.12605500	-83.22597120	S	NAD83
USGS	02320250	TROY SPRING NEAR BRANFORD FLA	30.00606030	-82.99735200	F	NAD83
USGS	02322400	GINNIE SPRING NR HIGH SPRINGS FLA	29.83607050	-82.70011970	S	NAD83
USGS	02322700	ICHETUCKNEE R @ HWY27 NR HILDRETH, FL	29.95273288	-82.78595730	F	NAD83
USGS	02323502	FANNING SPRINGS NR WILCOX FLA	29.58912470	-82.93317970	S	NAD83
