#
#
# US Geological Survey
# retrieved: 2023-03-18 11:59:25 EDT
# URL: https://nwis.waterdata.usgs.gov/nwis/current
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#
#
# query started 2023-03-18 11:59:25 EDT
#
# there are 2950 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd
USGS	02110400	BUCK CREEK NEAR LONGS, SC	33.95350500	-78.71973988	S	NAD83
USGS	02110550	WACCAMAW RIVER ABOVE CONWAY, SC	33.85083330	-78.89722220	S	NAD83
USGS	02110701	CRABTREE SWAMP AT CONWAY, SC	33.86100349	-79.04114710	S	NAD83
USGS	02111000	YADKIN RIVER AT PATTERSON, NC	35.99083330	-81.55833330	S	NAD83
USGS	02111180	ELK CREEK AT ELKVILLE, NC	36.07138889	-81.40305560	S	NAD83
USGS	02111391	W. KERR SCOTT RESERVOIR AT DAM NR WILKESBORO, NC	36.13361110	-81.22666670	S	NAD83
USGS	02130561	PEE DEE RIVER NR BENNETTSVILLE, SC	34.60626798	-79.78839630	F	NAD83
USGS	02130840	BLACK CREEK BELOW CHESTERFIELD, SC	34.66333330	-80.21166670	F	NAD83
USGS	02130980	BLACK CREEK NEAR QUINBY, SC	34.24376518	-79.74478330	R	NAD83
USGS	02131500	LYNCHES RIVER NEAR BISHOPVILLE, SC	34.25015450	-80.21368160	U	NAD83
USGS	02132000	LYNCHES RIVER AT EFFINGHAM, SC	34.05154846	-79.75395450	U	NAD83
USGS	02135000	LITTLE PEE DEE R. AT GALIVANTS FERRY, SC	34.05710829	-79.24698970	U	NAD83
USGS	02136000	BLACK RIVER AT KINGSTREE, SC	33.66127545	-79.83590448	U	NAD83
USGS	02142000	LOWER LITTLE RIVER NR ALL HEALING SPRINGS, NC	35.94555556	-81.23694440	S	NAD83
USGS	02150495	SECOND BROAD RIVER NR LOGAN, NC	35.40444444	-81.87250000	S	NAD83
USGS	02160326	ENOREE RIVER AT PELHAM, SC	34.85650727	-82.22622468	F	NAD83
USGS	02160381	DURBIN CREEK ABOVE FOUNTAIN INN, SC	34.71678818	-82.17372220	F	NAD83
USGS	02162285	TABLE ROCK RESERVOIR NR CLEVELAND, SC	35.06416667	-82.67250000	S	NAD83
USGS	021623961	NORTH SALUDA RESERVOIR NEAR TIGERVILLE, SC	35.14166667	-82.40861110	S	NAD83
USGS	02164000	REEDY RIVER NEAR GREENVILLE, SC	34.80011830	-82.36512130	U	NAD83
USGS	02168504	SALUDA RIVER BELOW LK MURRAY DAM NR COLUMBIA, SC	34.05098220	-81.20954180	U	NAD83
USGS	021695045	TRIB TO ROCKY BRANCH AB GERVAIS ST AT COLUMBIA, SC	34.00682178	-81.02148050	R	NAD83
USGS	02172035	TURKEY CREEK ABOVE HUGER, SC	33.13155840	-79.78368870	5	NAD83
USGS	02172300	MCTIER CREEK (RD 209) NEAR MONETTA, SC	33.75347736	-81.60177140	S	NAD83
USGS	02173000	SOUTH FORK EDISTO RIVER NEAR DENMARK, SC	33.39320916	-81.13315590	U	NAD83
USGS	02173500	NORTH FORK EDISTO RIVER AT ORANGEBURG, SC	33.48348715	-80.87342578	U	NAD83
USGS	021765182	COOSAWHATCHIE RIVER AT I95 NEAR RIDGELAND, SC	32.58836110	-80.92347220	S	NAD83
USGS	02176930	CHATTOOGA RIVER AT BURRELLS FORD, NR PINE MTN, GA	34.97452778	-83.11616670	S	NAD83
USGS	02178400	TALLULAH RIVER NEAR CLAYTON, GA	34.88997220	-83.53063889	1	NAD83
USGS	02180400	TIGER CREEK NEAR LAKEMONT, GA	34.78613889	-83.41558330	1	NAD83
USGS	02181350	TALLULAH R AT TERRORA PWRHSE, NR TALLULAH FALLS,GA	34.75027778	-83.40500000	S	NAD83
USGS	02181580	TALLULAH RIVER AB POWERHOUSE, NR TALLULAH FALLS,GA	34.73191667	-83.37541670	1	NAD83
USGS	02186000	TWELVEMILE CREEK NEAR LIBERTY, SC	34.80150120	-82.74847250	U	NAD83
USGS	02187010	HARTWELL LAKE NEAR ANDERSON, SC	34.50833330	-82.85527780	S	NAD83
USGS	02188100	RUSSELL LAKE ABOVE CALHOUN FALLS, SC	34.10111110	-82.61805560	S	NAD83
USGS	02188600	BEAVERDAM CREEK ABOVE ELBERTON, GA	34.16861110	-82.89661110	1	NAD83
USGS	02191227	GROVE CREEK AT US 441 AND GA 15 NEAR COMMERCE, GA	34.26894444	-83.46808330	S	NAD83
USGS	02191300	BROAD RIVER ABOVE CARLTON, GA	34.07422220	-83.00394440	S	NAD83
USGS	02192000	BROAD RIVER NEAR BELL, GA	33.97263889	-82.77086110	S	NAD83
USGS	02192500	LITTLE RIVER NEAR MT. CARMEL, SC	34.07244444	-82.50091670	1	NAD83
USGS	02193500	LITTLE RIVER NEAR WASHINGTON, GA	33.61277778	-82.74250000	S	NAD83
USGS	02193900	THURMOND LAKE NEAR PLUM BRANCH, SC	33.84166667	-82.34500000	S	NAD83
USGS	02195320	KIOKEE CREEK AT GA 104, NEAR EVANS, GA	33.60111110	-82.23261110	1	NAD83
USGS	02196670	SAVANNAH RIVER JEFFERSON DAVIS BR, AT AUGUSTA, GA	33.47933330	-81.96338889	1	NAD83
USGS	02196690	HORSE CREEK AT CLEARWATER, SC	33.47819280	-81.90761399	U	NAD83
USGS	02196999	SAVANNAH RV ABOVE NEW SAV. LOCK AND DAM	33.37244444	-81.93980560	1	NAD83
USGS	021973269	SAVANNAH RIVER NEAR WAYNESBORO, GA	33.15036110	-81.75408330	S	NAD83
USGS	02197500	SAVANNAH R AT BURTONS FERRY BR NR MILLHAVEN, GA	32.93644444	-81.50252780	1	NAD83
USGS	02197830	BRIER CREEK NEAR WAYNESBORO, GA	33.11830556	-81.96361110	S	NAD83
USGS	02198000	BRIER CREEK AT MILLHAVEN, GA	32.93333333	-81.65066670	S	NAD83
USGS	02198100	BEAVERDAM CREEK NEAR SARDIS, GA	32.93750000	-81.81533330	S	NAD83
USGS	02198810	ABERCORN CREEK NEAR SAVANNAH,GA	32.25602778	-81.17802780	1	NAD83
USGS	02198820	ABERCORN CREEK AT MOUTH NEAR SAVANNAH, GA	32.24916667	-81.15361110	S	NAD83
USGS	02198840	SAVANNAH RIVER (I-95) NEAR PORT WENTWORTH, GA	32.23547220	-81.15108330	1	NAD83
USGS	02198920	SAVANNAH RIVER AT GA 25, AT PORT WENTWORTH, GA	32.16533333	-81.15491670	S	NAD83
USGS	02198955	MIDDLE RIVER AT FISH HOLE AT PORT WENTWORTH, GA	32.14277778	-81.13527780	S	NAD83
USGS	021989773	SAVANNAH RIVER AT USACE DOCK, AT SAVANNAH, GA	32.08041667	-81.08136110	1	NAD83
USGS	021989784	L BACK RIVER ABOVE LUCKNOW CANAL, NR LIMEHOUSE, SC	32.18575747	-81.11789000	S	NAD83
USGS	021989791	LITTLE BACK RIVER AT F&W DOCK, NEAR LIMEHOUSE, SC	32.17100000	-81.11763889	S	NAD83
USGS	0219897993	SAVANNAH RIVER AT ELBA ISLAND, NEAR SAVANNAH, GA	32.10305556	-81.00694440	S	NAD83
USGS	02198980	SAVANNAH RIVER AT FORT PULASKI, GA	32.03580556	-80.90605560	1	NAD83
USGS	02200120	OGEECHEE RIVER AT GA 88, NEAR GRANGE, GA	33.04458333	-82.60366670	S	NAD83
USGS	02201230	OGEECHEE RIVER AT MIDVILLE, GA	32.81469444	-82.23500000	S	NAD83
USGS	02202040	OGEECHEE RIVER AT ROCKY FORD RD, NR ROCKY FORD, GA	32.64927778	-81.84077780	S	NAD83
USGS	02202190	OGEECHEE RIVER AT GA 24, NEAR OLIVER, GA	32.49480556	-81.55550000	S	NAD83
USGS	02202500	OGEECHEE RIVER NEAR EDEN, GA	32.19011110	-81.41586110	S	NAD83
USGS	02202600	BLACK CREEK NEAR BLITCHTON, GA	32.16755556	-81.48775000	1	NAD83
USGS	02202680	OGEECHEE RIVER AT GA 204, NEAR ELLABELL, GA	32.07950000	-81.38475000	S	NAD83
USGS	02203518	CANOOCHEE RIVER AT BRIDGE 38, AT FORT STEWART, GA	31.96900000	-81.45869440	S	NAD83
USGS	02203536	OGEECHEE RIVER AT US 17, NEAR RICHMOND HILL, GA	31.97697220	-81.28786110	1	NAD83
USGS	02203557	PEACOCK CREEK AT ATLANTIC RR LINE NR MCINTOSH, GA	31.82055556	-81.53955560	S	NAD83
USGS	022035975	HUDSON CREEK AT MERIDIAN LANDING, NEAR MERIDIAN,GA	31.45333333	-81.36277780	S	NAD83
USGS	02203603	SOUTH RIVER AT SPRINGDALE ROAD, AT ATLANTA, GA	33.68388889	-84.41527780	S	NAD83
USGS	02203655	SOUTH RIVER AT FORREST PARK ROAD, AT ATLANTA, GA	33.67891667	-84.35813889	1	NAD83
USGS	02203700	INTRENCHMENT CR AT CONSTITUTION RD, NR ATLANTA, GA	33.68902778	-84.33011110	1	NAD83
USGS	02203831	DOOLITTLE CREEK AT FLAT SHOALS RD, NR DECATUR, GA	33.70569444	-84.29219440	S	NAD83
USGS	02203863	SHOAL CREEK AT COLUMBIA DRIVE NEAR ATLANTA, GA	33.69319444	-84.25388889	S	NAD83
USGS	02203873	COBBS CREEK AT RAINBOW DR, NEAR DECATUR, GA	33.70941667	-84.23916670	S	NAD83
USGS	02203900	SOUTH RIVER AT FLAKES MILL ROAD NR ATLANTA, GA	33.66577778	-84.22400000	S	NAD83
USGS	02203950	SNAPFINGER CREEK NEAR DECATUR, GA	33.76322220	-84.22036110	1	NAD83
USGS	02203957	BARBASHELA CR AT WOODWAY DR, NR STONE MOUNTAIN, GA	33.73833330	-84.19138889	S	NAD83
USGS	02203960	SNAPFINGER CR AT THOMPSON MILL RD NR LITHONIA, GA	33.69666667	-84.19861110	S	NAD83
USGS	02204010	POLE BRIDGE CRK AT FAIRINGTON DR, NR LITHONIA, GA	33.69555556	-84.14611110	S	NAD83
USGS	02204037	POLE BRIDGE CR AT EVANS MILL RD NEAR LITHONIA, GA	33.66819444	-84.15116670	S	NAD83
USGS	02204070	SOUTH RIVER AT KLONDIKE ROAD, NEAR LITHONIA, GA	33.63011110	-84.12847220	1	NAD83
USGS	02204130	HONEY CREEK AT GA 212, NEAR CONYERS, GA	33.57975000	-84.06425000	1	NAD83
USGS	02204285	PATES CREEK NEAR FLIPPEN, GA	33.49280556	-84.24505560	S	NAD83
USGS	02205000	WILDCAT CREEK NEAR LAWRENCEVILLE, GA	34.00194444	-84.00500000	S	NAD83
