#
#
# US Geological Survey
# retrieved: 2023-03-17 09:40:24 EDT
# URL: https://nwis.waterdata.usgs.gov/nwis/current
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#
#
# query started 2023-03-17 09:40:24 EDT
#
# there are 8872 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd
USGS	01073000	OYSTER RIVER NEAR DURHAM, NH	43.14869550	-70.96506030	S	NAD83
USGS	01073319	LAMPREY RIVER AT LANGFORD ROAD, AT RAYMOND, NH	43.04138889	-71.20166670	S	NAD83
USGS	01073500	LAMPREY RIVER NEAR NEWMARKET, NH	43.10258558	-70.95255900	S	NAD83
USGS	010735562	EXETER RIVER AT ODELL ROAD, NEAR SANDOWN, NH	42.94897557	-71.16478279	S	NAD83
USGS	01073587	EXETER RIVER AT HAIGH ROAD, NEAR BRENTWOOD, NH	42.98453160	-71.03839200	S	NAD83
USGS	01073785	WINNICUT RIVER AT GREENLAND, NR PORTSMOUTH, NH	43.03583330	-70.84750000	S	NAD83
USGS	01074520	EAST BRANCH PEMIGEWASSET RIVER AT LINCOLN, NH	44.04756690	-71.65980290	S	NAD83
USGS	01075000	PEMIGEWASSET RIVER AT WOODSTOCK, NH	43.97617920	-71.67952440	S	NAD83
USGS	01076000	BAKER RIVER NEAR RUMNEY, NH	43.79562647	-71.84535940	S	NAD83
USGS	01076500	PEMIGEWASSET RIVER AT PLYMOUTH, NH	43.75923880	-71.68563370	S	NAD83
USGS	01077400	COCKERMOUTH RIVER BELOW HARDY BROOK, AT GROTON, NH	43.70388889	-71.83333330	S	NAD83
USGS	01078000	SMITH RIVER NEAR BRISTOL, NH	43.56646307	-71.74785700	S	NAD83
USGS	01081000	WINNIPESAUKEE RIVER AT TILTON, NH	43.44174376	-71.58757520	S	NAD83
USGS	01081500	MERRIMACK RIVER AT FRANKLIN JUNCTION, NH	43.42285456	-71.65285430	S	NAD83
USGS	01082000	CONTOOCOOK RIVER AT PETERBOROUGH, NH	42.86258370	-71.95924609	S	NAD83
USGS	01085000	CONTOOCOOK RIVER NEAR HENNIKER, NH	43.15202370	-71.85730149	S	NAD83
USGS	01085500	CONTOOCOOK R BL HOPKINTON DAM AT W HOPKINTON, NH	43.19285690	-71.74729950	S	NAD83
USGS	01086000	WARNER RIVER AT DAVISVILLE, NH	43.25091159	-71.73229960	S	NAD83
USGS	01089500	SUNCOOK RIVER AT NORTH CHICHESTER, NH	43.25674759	-71.36951248	S	NAD83
USGS	01089925	SUNCOOK RIVER AT NH 28, NEAR SUNCOOK, NH	43.15980438	-71.40590110	S	NAD83
USGS	01091000	SOUTH BRANCH PISCATAQUOG RIVER NEAR GOFFSTOWN, NH	43.01480519	-71.64146129	S	NAD83
USGS	01091500	PISCATAQUOG RIVER NEAR GOFFSTOWN, NH	43.01675000	-71.55062520	S	NAD83
USGS	01092000	MERRIMACK R NR GOFFS FALLS, BELOW MANCHESTER, NH	42.94814050	-71.46340020	S	NAD83
USGS	01093852	SOUHEGAN RIVER (SITE WLR-1) NEAR MILFORD, NH	42.84258580	-71.70673990	S	NAD83
USGS	01094000	SOUHEGAN RIVER AT MERRIMACK, NH	42.85758650	-71.50617850	S	NAD83
USGS	01094400	NORTH NASHUA RIVER AT FITCHBURG, MA	42.57620079	-71.78812850	S	NAD83
USGS	01094500	NORTH NASHUA RIVER NEAR LEOMINSTER, MA	42.49506389	-71.72193330	H	NAD83
USGS	01095220	STILLWATER RIVER NEAR STERLING, MA	42.41092507	-71.79118290	S	NAD83
USGS	01095375	QUINAPOXET RIVER AT CANADA MILLS NEAR HOLDEN, MA	42.37286967	-71.82812790	S	NAD83
USGS	01095434	GATES BROOK NEAR WEST BOYLSTON, MA	42.36453675	-71.77534900	S	NAD83
USGS	01095503	NASHUA RIVER, WATER STREET BRIDGE, AT CLINTON, MA	42.41944444	-71.66611110	1	NAD83
USGS	01096000	SQUANNACOOK RIVER NEAR WEST GROTON, MA	42.63425619	-71.65784790	S	NAD83
USGS	01096500	NASHUA RIVER AT EAST PEPPERELL, MA	42.66758945	-71.57506809	S	NAD83
USGS	010965852	BEAVER BROOK AT NORTH PELHAM, NH	42.78286636	-71.35367448	S	NAD83
USGS	01097000	ASSABET RIVER AT MAYNARD, MA	42.43203800	-71.44978480	S	NAD83
USGS	01097300	NASHOBA BROOK NEAR ACTON, MA	42.51259289	-71.40422829	S	NAD83
USGS	01098500	COCHITUATE BK BL LAKE COCHITUATE AT FRAMINGHAM, MA	42.31514167	-71.38380830	1	NAD83
USGS	01098530	SUDBURY RIVER AT SAXONVILLE, MA	42.32537320	-71.39756050	S	NAD83
USGS	01099500	CONCORD R BELOW R MEADOW BROOK, AT LOWELL, MA	42.63675810	-71.30200470	S	NAD83
USGS	01100000	MERRIMACK RIVER BL CONCORD RIVER AT LOWELL, MA	42.64592464	-71.29839370	S	NAD83
USGS	01100505	SPICKET RIVER AT NORTH SALEM, NH	42.84925470	-71.21506070	S	NAD83
USGS	01100561	SPICKET RIVER NEAR METHUEN, MA	42.74314560	-71.20839300	S	NAD83
USGS	01100568	SHAWSHEEN RIVER AT HANSCOM FIELD NEAR BEDFORD, MA	42.46703909	-71.27227950	S	NAD83
USGS	01100600	SHAWSHEEN RIVER NEAR WILMINGTON, MA	42.56814880	-71.21477920	S	NAD83
USGS	01100627	SHAWSHEEN RIVER AT BALMORAL STREET AT ANDOVER, MA	42.67148060	-71.14922390	S	NAD83
USGS	011006988	MERRIMACK RIVER AT BATES BRIDGE NEAR HAVERHILL, MA	42.76360830	-71.03317220	1	NAD83
USGS	01101000	PARKER RIVER AT BYFIELD, MA	42.75286948	-70.94560960	S	NAD83
USGS	01101500	IPSWICH RIVER AT SOUTH MIDDLETON, MA	42.56953869	-71.02699740	S	NAD83
USGS	01102000	IPSWICH RIVER NEAR IPSWICH, MA	42.65981570	-70.89366220	S	NAD83
USGS	01102345	SAUGUS RIVER AT SAUGUS IRONWORKS AT SAUGUS, MA	42.46954040	-71.00699540	S	NAD83
USGS	01102500	ABERJONA RIVER AT WINCHESTER, MA	42.44745680	-71.13808160	H	NAD83
USGS	01103025	ALEWIFE BROOK NEAR ARLINGTON, MA	42.40704077	-71.13394220	S	NAD83
USGS	01103280	CHARLES RIVER AT MEDWAY, MA	42.13981970	-71.38950320	S	NAD83
USGS	01103455	TROUT BROOK AT DOVER, MA	42.25398645	-71.29339017	U	NAD83
USGS	01103500	CHARLES RIVER AT DOVER, MA	42.25620900	-71.26005580	S	NAD83
USGS	01104000	MOTHER BROOK AT DEDHAM, MA	42.25509850	-71.16421960	S	NAD83
USGS	01104200	CHARLES RIVER AT WELLESLEY, MA	42.31648610	-71.22783300	S	NAD83
USGS	01104370	STONY BROOK AT VILES STREET, NEAR WESTON, MA	42.38555556	-71.28944440	5	NAD83
USGS	01104415	CAMBRIDGE RES., UNNAMED TRIB 2, NR LEXINGTON, MA	42.43592855	-71.26005670	S	NAD83
USGS	01104420	CAMBRIDGE RES., UNNAMED TRIB 3, NR LEXINGTON, MA	42.41981770	-71.25755650	S	NAD83
USGS	01104430	HOBBS BK BELOW CAMBRIDGE RES NR KENDALL GREEN, MA	42.39815120	-71.27339030	S	NAD83
USGS	01104455	STONY BROOK, UNNAMED TRIBUTARY 1, NEAR WALTHAM, MA	42.37259606	-71.27033448	S	NAD83
USGS	01104460	STONY BROOK AT RT 20 AT WALTHAM, MA	42.36898500	-71.27061230	S	NAD83
USGS	01104475	STONY BROOK RES., UNNAMED TRIB 1, NEAR WESTON, MA	42.35454080	-71.26811210	S	NAD83
USGS	01104480	STONY BROOK RESERVOIR AT DAM NEAR WALTHAM, MA	42.35565190	-71.26505650	S	NAD83
USGS	01104500	CHARLES RIVER AT WALTHAM, MA	42.37231857	-71.23366680	U	NAD83
USGS	01104501	BEAVER BROOK, LINDEN STREET, AT WALTHAM, MA	42.37869720	-71.22237220	H	NAD83
USGS	01105000	NEPONSET RIVER AT NORWOOD, MA	42.17759870	-71.20088630	S	NAD83
USGS	01105500	EAST BRANCH NEPONSET RIVER AT CANTON, MA	42.15454356	-71.14588420	S	NAD83
USGS	011055525	PONKAPOAG BRK UPSTREAM RT 138,NR CANTON, MA	42.19027778	-71.11444440	S	NAD83
USGS	01105554	NEPONSET RIVER AT GREENLODGE ST NEAR CANTON, MA	42.20926550	-71.14588510	S	NAD83
USGS	011055566	NEPONSET RIVER AT MILTON VILLAGE, MA	42.27093210	-71.06838369	S	NAD83
USGS	01105583	MONATIQUOT RIVER AT EAST BRAINTREE, MA	42.22093308	-70.97810260	S	NAD83
USGS	01105585	TOWN BROOK AT QUINCY, MA	42.24787726	-70.99727030	S	NAD83
USGS	01105600	OLD SWAMP RIVER NEAR SOUTH WEYMOUTH, MA	42.19037790	-70.94476790	U	NAD83
USGS	01105606	WHITMANS POND, WHITMANS POND DAM AT E. WEYMOUTH,MA	42.21083330	-70.92944440	S	NAD83
USGS	01105608	WHITMANS POND FISH LADDER AT EAST WEYMOUTH, MA	42.21305556	-70.92638889	S	NAD83
USGS	01105638	WEIR RIVER AT LEAVITT STREET AT HINGHAM, MA	42.23482260	-70.87198920	S	NAD83
USGS	01105730	INDIAN HEAD RIVER AT HANOVER, MA	42.10065710	-70.82254150	U	NAD83
USGS	01105870	JONES RIVER AT KINGSTON, MA	41.99093620	-70.73364910	U	NAD83
USGS	01105880	HERRING RIVER AT NORTH HARWICH, MA	41.70011074	-70.10696250	S	NAD83
USGS	0110588332	MARSTONS MILLS RV, DS OUT. OF BOG, MARS. MILLS, MA	41.66710556	-70.42362778	S	NAD83
USGS	011058835951	MASHPEE RIVER, AT ASHERS PATH, NR MASHPEE, MA	41.62948889	-70.48383610	S	NAD83
USGS	0110588364	QUASHNET R. 0.6 MI DS OF JOHNS POND NR MASHPEE, MA	41.63316430	-70.50475010	S	NAD83
USGS	011058837	QUASHNET RIVER AT WAQUOIT VILLAGE, MA	41.59233175	-70.50780579	U	NAD83
USGS	01105917	MATTAPOISETT RIVER NEAR MATTAPOISETT, MA	41.66260446	-70.83836960	S	NAD83
USGS	01105933	PASKAMANSET RIVER NEAR SOUTH DARTMOUTH, MA	41.58538185	-70.99031710	S	NAD83
USGS	01108000	TAUNTON RIVER NEAR BRIDGEWATER, MA	41.93399030	-70.95643070	S	NAD83
USGS	01108410	MILL RIVER AT SPRING STREET AT TAUNTON, MA	41.89982320	-71.08948970	S	NAD83
USGS	01109000	WADING RIVER NEAR NORTON, MA	41.94760015	-71.17671550	S	NAD83
USGS	01109060	THREEMILE RIVER AT NORTH DIGHTON, MA	41.86621220	-71.12282369	S	NAD83
USGS	01109070	SEGREGANSET RIVER NEAR DIGHTON, MA	41.84037900	-71.14282400	S	NAD83
USGS	01109403	TEN MILE R., PAWTUCKET AVE. AT E. PROVIDENCE, RI	41.83093377	-71.35033150	U	NAD83
USGS	01109730	BLACKSTONE RIVER, W. MAIN ST., AT MILLBURY, MA	42.18898350	-71.76507020	S	NAD83
USGS	01110000	QUINSIGAMOND RIVER AT NORTH GRAFTON, MA	42.23037200	-71.71090230	S	NAD83
USGS	01110500	BLACKSTONE RIVER AT NORTHBRIDGE, MA	42.15370688	-71.65201138	S	NAD83
USGS	01111212	BLACKSTONE RIVER, RT 122 BRIDGE NEAR UXBRIDGE, MA	42.05481959	-71.61645420	S	NAD83
USGS	01111300	NIPMUC RIVER NEAR HARRISVILLE, RI	41.98120930	-71.68590049	U	NAD83
USGS	01111500	BRANCH RIVER AT FORESTDALE, RI	41.99648716	-71.56200758	S	NAD83
USGS	01112500	BLACKSTONE RIVER AT WOONSOCKET, RI	42.00648710	-71.50256130	S	NAD83
USGS	01113895	BLACKSTONE R AT ROOSEVELT ST AT PAWTUCKET RI	41.88843310	-71.38144467	S	NAD83
USGS	01114000	MOSHASSUCK RIVER AT PROVIDENCE, RI	41.83398900	-71.41061208	U	NAD83
USGS	01114500	WOONASQUATUCKET RIVER AT CENTERDALE, RI	41.85898840	-71.48728230	S	NAD83
USGS	01115098	PEEPTOAD BROOK AT ELMDALE RD NR NORTH SCITUATE, RI	41.85259920	-71.60617540	S	NAD83
USGS	01115110	HUNTINGHOUSE BK AT ELMDALE RD AT N SCITUATE, RI	41.84565480	-71.60950880	S	NAD83
USGS	01115114	RUSH BROOK NEAR ELMDALE RD NEAR NORTH SCITUATE, RI	41.83759929	-71.61200890	S	NAD83
USGS	01115170	MOSWANSICUT STREAM NR NORTH SCITUATE, RI	41.84093269	-71.58450800	S	NAD83
USGS	01115183	QUONAPAUG BK AT RT 116 NR NORTH SCITUATE, RI	41.79759966	-71.58478570	S	NAD83
USGS	01115187	PONAGANSET RIVER AT SOUTH FOSTER, RI	41.81871020	-71.70506770	S	NAD83
USGS	01115190	DOLLY COLE BK AT OLD DANIELSON PK AT S FOSTER, RI	41.82232130	-71.70034528	S	NAD83
USGS	01115265	HEMLOCK BROOK AT KING ROAD NR FOSTER, RI	41.79065480	-71.69867850	S	NAD83
USGS	01115276	WESTCONNAUG STREAM AT PLAINFIELD PIKE, RI	41.78537720	-71.66728850	S	NAD83
USGS	01115280	CORK BK AT ROCKLAND SCITUATE RD NR CLAYVILLE, RI	41.80398827	-71.64978790	S	NAD83
USGS	01115500	NORTH BRANCH PAWTUXET RIVER AT FISKEVILLE, RI	41.73287798	-71.54978420	S	NAD83
USGS	01115630	NOOSENECK RIVER AT NOOSENECK, RI	41.62676670	-71.63256460	U	NAD83
USGS	01116000	SOUTH BRANCH PAWTUXET RIVER AT WASHINGTON, RI	41.69010026	-71.56589580	S	NAD83
USGS	01116500	PAWTUXET RIVER AT CRANSTON, RI	41.75093399	-71.44505750	S	NAD83
USGS	01116905	HUNT R 250 FT DS FRY BRK AT FRENCHTOWN, RI	41.63000000	-71.47888889	S	NAD83
USGS	01117000	HUNT RIVER NEAR EAST GREENWICH, RI	41.64121220	-71.44450160	U	NAD83
USGS	01117350	CHIPUXET RIVER AT WEST KINGSTON, RI	41.48232330	-71.55117190	S	NAD83
USGS	01117370	QUEEN R AT LIBERTY RD AT LIBERTY RI	41.53898957	-71.56867300	S	NAD83
USGS	01117420	USQUEPAUG RIVER NEAR USQUEPAUG, RI	41.47676730	-71.60478490	U	NAD83
USGS	01117430	PAWCATUCK RIVER AT KENYON, RI	41.44621186	-71.62117380	S	NAD83
USGS	01117468	BEAVER RIVER NEAR USQUEPAUG, RI	41.49260037	-71.62811940	S	NAD83
USGS	01117500	PAWCATUCK RIVER AT WOOD RIVER JUNCTION, RI	41.44510024	-71.68089828	S	NAD83
USGS	01117800	WOOD RIVER NEAR ARCADIA, RI	41.57398840	-71.72062318	S	NAD83
USGS	01118000	WOOD RIVER AT HOPE VALLEY, RI	41.49815516	-71.71645610	U	NAD83
USGS	01118300	PENDLETON HILL BROOK NEAR CLARKS FALLS, CT	41.47482220	-71.83423610	H	NAD83
USGS	01118500	PAWCATUCK RIVER AT WESTERLY, RI	41.38371065	-71.83312470	S	NAD83
USGS	01118700	WHITFORD BK AT OLD MYSTIC,CT.	41.39482097	-71.96062898	U	NAD83
USGS	01119382	WILLIMANTIC RIVER AT MERROW RD. NEAR MERROW, CT	41.82401110	-72.31284720	H	NAD83
USGS	01119500	WILLIMANTIC RIVER NEAR COVENTRY, CT	41.75065440	-72.26563469	U	NAD83
USGS	01120790	NATCHAUG RIVER AT MARCY RD. NEAR CHAPLIN, CT	41.81616944	-72.10616940	H	NAD83
USGS	01121000	MOUNT HOPE RIVER NEAR WARRENVILLE, CT	41.84370890	-72.16896620	U	NAD83
USGS	01121330	FENTON RIVER AT MANSFIELD, CT	41.83319444	-72.24278060	H	NAD83
USGS	01122000	NATCHAUG RIVER AT WILLIMANTIC, CT	41.72010000	-72.19557500	H	NAD83
USGS	01122500	SHETUCKET RIVER NEAR WILLIMANTIC, CT	41.70037644	-72.18202230	U	NAD83
USGS	01123000	LITTLE RIVER NEAR HANOVER, CT	41.67176510	-72.05229807	U	NAD83
USGS	011230695	SHETUCKET RIVER AT TAFTVILLE, CT	41.57000278	-72.04624440	H	NAD83
USGS	01123360	QUINEBAUG R BL E BRIMFIELD DAM AT FISKDALE, MA	42.10837500	-72.12613060	H	NAD83
USGS	01123600	QUINEBAUG R BL WESTVILLE DAM NR SOUTHBRIDGE, MA	42.08261944	-72.05838060	H	NAD83
USGS	01124000	QUINEBAUG RIVER AT QUINEBAUG, CT	42.02231890	-71.95562890	U	NAD83
USGS	01124151	QUINEBAUG RIVER AT WEST THOMPSON, CT	41.94356667	-71.89959720	H	NAD83
USGS	01125100	FRENCH RIVER AT NORTH GROSVENORDALE, CT	41.97846389	-71.90051389	H	NAD83
USGS	01125490	LITTLE RIVER AT HARRISVILLE, CT	41.92784444	-71.93000830	H	NAD83
USGS	01125500	QUINEBAUG RIVER AT PUTNAM, CT	41.90947500	-71.91386389	H	NAD83
USGS	01127000	QUINEBAUG RIVER AT JEWETT CITY, CT	41.59749167	-71.98409440	H	NAD83
USGS	01127500	YANTIC RIVER AT YANTIC, CT	41.55870940	-72.12146660	U	NAD83
USGS	011277905	LATIMER BROOK NR I-95N EXIT 75 NR FLANDERS, CT	41.36861110	-72.20222220	S	NAD83
USGS	01129200	CONNECTICUT R BELOW INDIAN STREAM NR PITTSBURG, NH	45.04032368	-71.44397040	S	NAD83
USGS	01129500	CONNECTICUT RIVER AT NORTH STRATFORD, NH	44.74977166	-71.63120018	S	NAD83
USGS	01130000	UPPER AMMONOOSUC RIVER NEAR GROVETON, NH	44.62505316	-71.46897210	S	NAD83
USGS	01131500	CONNECTICUT RIVER NEAR DALTON, NH	44.41005910	-71.72064380	S	NAD83
USGS	01133000	EAST BRANCH PASSUMPSIC RIVER NEAR EAST HAVEN, VT	44.63394195	-71.89759420	S	NAD83
USGS	01134500	MOOSE RIVER AT VICTORY, VT	44.51172310	-71.83731430	S	NAD83
USGS	01135100	POPE BROOK TRIBUTARY (W-9), NR NORTH DANVILLE, VT	44.49061087	-72.16176670	S	NAD83
USGS	01135150	POPE BROOK (SITE W-3) NEAR NORTH DANVILLE, VT	44.47616707	-72.12454310	S	NAD83
USGS	01135300	SLEEPERS RIVER (SITE W-5) NEAR ST. JOHNSBURY, VT	44.43533530	-72.03842899	S	NAD83
USGS	01135500	PASSUMPSIC RIVER AT PASSUMPSIC, VT	44.36561470	-72.03926130	S	NAD83
USGS	01137500	AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH	44.26867410	-71.63036170	S	NAD83
USGS	01138500	CONNECTICUT RIVER AT WELLS RIVER, VT	44.15339689	-72.04175770	S	NAD83
USGS	01139000	WELLS RIVER AT WELLS RIVER, VT	44.15034130	-72.06509150	S	NAD83
USGS	01139800	EAST ORANGE BRANCH AT EAST ORANGE, VT	44.09284190	-72.33565327	S	NAD83
USGS	01142500	AYERS BROOK AT RANDOLPH, VT	43.93450969	-72.65788210	S	NAD83
USGS	01144000	WHITE RIVER AT WEST HARTFORD, VT	43.71423614	-72.41814900	S	NAD83
USGS	01144500	CONNECTICUT RIVER AT WEST LEBANON, NH	43.64618187	-72.31231340	S	NAD83
USGS	01150900	OTTAUQUECHEE RIVER NEAR WEST BRIDGEWATER, VT	43.62229069	-72.75898990	S	NAD83
USGS	01151500	OTTAUQUECHEE RIVER AT NORTH HARTLAND, VT	43.60257077	-72.35425819	S	NAD83
USGS	01152010	SUGAR RIVER 0.2 MI BELOW NH 11, AT SUNAPEE, NH	43.38646340	-72.09119690	S	NAD83
USGS	01152500	SUGAR RIVER AT WEST CLAREMONT, NH	43.38757327	-72.36203409	S	NAD83
USGS	01153000	BLACK RIVER AT NORTH SPRINGFIELD, VT	43.33340716	-72.51481258	S	NAD83
